PeakID (cmd=annotatePeaks.pl Homer_mMET.txt mm8)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Peak11026	chr9	47280594	47282915	+	0	NA	intron (NM_001310841, intron 1 of 11)	CpG	407	NM_018770	54725	Mm.234832	NM_018770	ENSMUSG00000032076	Cadm1	2900073G06Rik|3100001I08Rik|AI987920|Bl2|Igsf4|Igsf4a|Necl2|RA175|RA175A|RA175B|RA175C|RA175N|ST17|SgIGSF|SynCam|Tslc1	cell adhesion molecule 1	protein-coding
Peak2836	chr13	43489131	43493156	+	0	NA	intron (NM_019930, intron 1 of 13)	intron (NM_019930, intron 1 of 13)	802	NM_019930	56705	Mm.148781	NM_019930	ENSMUSG00000038546	Ranbp9	IBAP-1|Ibap1|RanBPM	RAN binding protein 9	protein-coding
Peak8961	chr6	58569619	58571050	+	0	NA	intron (NM_011920, intron 1 of 15)	intron (NM_011920, intron 1 of 15)	44084	NM_011920	26357	Mm.333096	NM_011920	ENSMUSG00000029802	Abcg2	ABC15|ABCP|AI428558|BCRP|Bcrp1|MXR|MXR1	ATP-binding cassette, sub-family G (WHITE), member 2	protein-coding
Peak1823	chr11	83995039	83998678	+	0	NA	Intergenic	Intergenic	-13187	NM_001037932	628813	Mm.390389	NM_001037932	ENSMUSG00000051452	Gm11437	AI463690|OTTMUSG00000000997	predicted gene 11437	protein-coding
Peak1030	chr10	80787110	80788388	+	0	NA	intron (NM_133964, intron 1 of 4)	CpG	192	NM_133964	102115	Mm.294975	NM_133964	ENSMUSG00000078440	Dohh	1110033C18Rik|AI585913|AL022869|Hlrc1	deoxyhypusine hydroxylase/monooxygenase	protein-coding
Peak4358	chr16	84585349	84586367	+	0	NA	Intergenic	CpG	-9757	NR_132106	100653389	Mm.261808	NR_132106		Mir155hg	Bic	uncharacterized LOC100653389	ncRNA
Peak3125	chr13	113584128	113588492	+	0	NA	intron (NM_010560, intron 1 of 16)	intron (NM_010560, intron 1 of 16)	1362	NM_010560	16195	Mm.4364	NM_010560	ENSMUSG00000021756	Il6st	5133400A03Rik|AA389424|BB405851|CD130|D13Ertd699e|gp130	interleukin 6 signal transducer	protein-coding
Peak4081	chr16	10748521	10749038	+	0	NA	exon (NM_001162932, exon 1 of 2)	exon (NM_001162932, exon 1 of 2)	142	NM_001162932	223970	Mm.325777	NM_001033278	ENSMUSG00000037991	Rmi2	A630055G03Rik|Gm537|Gm929	RMI2, RecQ mediated genome instability 2, homolog (S. cerevisiae)	protein-coding
Peak2204	chr11	119914109	119915978	+	0	NA	promoter-TSS (NM_001110242)	promoter-TSS (NM_001110242)	19	NM_001110242	208501	Mm.46699	NM_001110242	ENSMUSG00000078572	1810043H04Rik	-	RIKEN cDNA 1810043H04 gene	protein-coding
Peak5507	chr19	10700909	10702749	+	0	NA	intron (NM_027913, intron 1 of 19)	intron (NM_027913, intron 1 of 19)	551	NM_027913	71768	Mm.169261	NM_027913	ENSMUSG00000043789	Vwce	1300015B04Rik	von Willebrand factor C and EGF domains	protein-coding
Peak8635	chr5	137970756	137971714	+	0	NA	Intergenic	CpG	-1449	NM_175521	243300	Mm.74750	NM_175521	ENSMUSG00000045348	Nyap1	6430598A04Rik	neuronal tyrosine-phosphorylated phosphoinositide 3-kinase adaptor 1	protein-coding
Peak6138	chr2	90716473	90719404	+	0	NA	intron (NM_025576, intron 2 of 3)	B1F1|SINE|Alu	951	NM_025576	66461	Mm.23926	NM_025576		Ptpmt1	1110001D10Rik|2810004N20Rik|PLIP	protein tyrosine phosphatase, mitochondrial 1	protein-coding
Peak1862	chr11	87914282	87916247	+	0	NA	promoter-TSS (NM_198013)	promoter-TSS (NM_198013)	-77	NM_198013	103841	Mm.374846	NM_198013	ENSMUSG00000018378	Cuedc1	AI841487|C330016O16Rik	CUE domain containing 1	protein-coding
Peak6225	chr2	112255396	112256655	+	0	NA	exon (NM_133749, exon 1 of 5)	exon (NM_133749, exon 1 of 5)	161	NM_133749	73024	Mm.268027	NM_133749		Emc7	2900064A13Rik|AI451465|ORF3|c11orf3	ER membrane protein complex subunit 7	protein-coding
Peak10853	chr9	13498770	13500372	+	0	NA	promoter-TSS (NM_023858)	promoter-TSS (NM_023858)	-7	NM_023858	77116	Mm.210405	NM_023858	ENSMUSG00000031918	Mtmr2	6030445P13Rik	myotubularin related protein 2	protein-coding
Peak10221	chr8	4323560	4326055	+	0	NA	promoter-TSS (NR_033527)	promoter-TSS (NR_033527)	293	NM_010485	15568	Mm.119162	NM_010485	ENSMUSG00000040028	Elavl1	2410055N02Rik|HUR|Hua|W91709	ELAV (embryonic lethal, abnormal vision)-like 1 (Hu antigen R)	protein-coding
Peak3823	chr15	81292869	81294685	+	0	NA	intron (NM_019712, intron 1 of 4)	CpG	206	NM_019712	56438	Mm.29405	NM_019712	ENSMUSG00000022400	Rbx1	1500002P15Rik|AA517855|ROC1	ring-box 1	protein-coding
Peak11573	chrX	44838258	44839425	+	0	NA	intron (NM_001166649, intron 1 of 19)	CpG	159	NM_001166648	208968	Mm.293819	NM_153532	ENSMUSG00000036916	Zfp280c	BC028839|Suhw3|Zfp633|Znf280c|mKIAA1584	zinc finger protein 280C	protein-coding
Peak11320	chr9	106286951	106288826	+	0	NA	intron (NM_009082, intron 1 of 3)	CpG	248	NM_009082	19944	Mm.288696	NM_009082	ENSMUSG00000048758	Rpl29	Rpl43	ribosomal protein L29	protein-coding
Peak1448	chr11	49689342	49691133	+	0	NA	promoter-TSS (NM_207692)	promoter-TSS (NM_207692)	63	NM_016961	26420	Mm.68933	NM_016961	ENSMUSG00000020366	Mapk9	AI851083|JNK2|Prkm9|p54aSAPK	mitogen-activated protein kinase 9	protein-coding
Peak9834	chr7	81701605	81703488	+	0	NA	exon (NM_146193, exon 1 of 8)	exon (NM_146193, exon 1 of 8)	398	NM_146193	83962	Mm.439893	NM_146193	ENSMUSG00000025103	Btbd1	1190005H08Rik	BTB (POZ) domain containing 1	protein-coding
Peak6039	chr2	60009786	60011929	+	0	NA	promoter-TSS (NM_020575)	promoter-TSS (NM_020575)	82	NM_020575	57438	Mm.260635	NM_020575	ENSMUSG00000026977	March7	Axo|Axot|Gtrgeo17	membrane-associated ring finger (C3HC4) 7	protein-coding
Peak7924	chr4	146983607	146984986	+	0	NA	promoter-TSS (NM_027985)	promoter-TSS (NM_027985)	6	NM_027985	71890	Mm.9648	NM_027985	ENSMUSG00000029003	Mad2l2	2310033C13Rik|G1-453-4|MAD2B|REV7|repro22	MAD2 mitotic arrest deficient-like 2	protein-coding
Peak2245	chr11	121488725	121489893	+	0	NA	promoter-TSS (NM_178664)	promoter-TSS (NM_178664)	-68	NM_178664	210004	Mm.386847	NM_178664	ENSMUSG00000046605	B3gntl1	6030413G23Rik	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase-like 1	protein-coding
Peak5637	chr19	41899738	41902026	+	0	NA	exon (NM_177603, exon 1 of 1)	exon (NM_177603, exon 1 of 1)	561	NM_177603	212398	Mm.222723	NM_177603	ENSMUSG00000047604	Frat2	-	frequently rearranged in advanced T cell lymphomas 2	protein-coding
Peak6902	chr3	89288786	89289506	+	0	NA	non-coding (NR_122037, exon 2 of 12)	non-coding (NR_122037, exon 2 of 12)	294	NR_122037	14466	Mm.5031	NM_008094	ENSMUSG00000028048	Gba	GBA1|GC|GCase|GLUC|betaGC	glucosidase, beta, acid	protein-coding
Peak1725	chr11	75471406	75472980	+	0	NA	promoter-TSS (NM_001080775)	promoter-TSS (NM_001080775)	-17	NM_001080775	17913	Mm.234502	NM_008659	ENSMUSG00000017774	Myo1c	C80397|MMIb|MYO1E|NMI|mm1beta|myr2	myosin IC	protein-coding
Peak44	chr1	23959266	23960151	+	0	NA	intron (NM_026503, intron 1 of 2)	CpG	207	NM_026503	68002	Mm.250424	NM_026503	ENSMUSG00000026154	Sdhaf4	1110058L19Rik|1700001E18Rik|C6orf57	succinate dehydrogenase complex assembly factor 4	protein-coding
Peak9541	chr7	28058877	28060677	+	0	NA	promoter-TSS (NR_028129)	promoter-TSS (NR_028129)	328	NM_013647	20055	Mm.702	NM_013647	ENSMUSG00000037563	Rps16	AA420385|AI317031	ribosomal protein S16	protein-coding
Peak4565	chr17	24480178	24481125	+	0	NA	promoter-TSS (NM_001012402)	promoter-TSS (NM_001012402)	48	NM_001012402	328779	Mm.328848	NM_001012402	ENSMUSG00000039628	Hs3st6	3-OST-6	heparan sulfate (glucosamine) 3-O-sulfotransferase 6	protein-coding
Peak9	chr1	7078264	7080726	+	0	NA	intron (NM_183028, intron 1 of 6)	intron (NM_183028, intron 1 of 6)	494	NM_183028	319263	Mm.21539	NM_183028	ENSMUSG00000051285	Pcmtd1	8430411F12Rik|A030012M09Rik	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1	protein-coding
Peak7516	chr4	97887562	97888624	+	0	NA	intron (NM_172696, intron 1 of 43)	CpG	249	NM_172696	12695	Mm.90218	NM_007704	ENSMUSG00000061859	Inadl	Cipp|Patj	InaD-like (Drosophila)	protein-coding
Peak10544	chr8	87546160	87547295	+	0	NA	Intergenic	Intergenic	6230	NM_010499	15936	Mm.399	NM_010499	ENSMUSG00000053560	Ier2	AI317238|Ch1|Pip92	immediate early response 2	protein-coding
Peak3862	chr15	83338073	83339050	+	0	NA	5' UTR (NM_178869, exon 1 of 12)	5' UTR (NM_178869, exon 1 of 12)	112	NM_178869	319953	Mm.235007	NM_178869	ENSMUSG00000022442	Ttll1	6330444E16Rik|AV014541	tubulin tyrosine ligase-like 1	protein-coding
Peak1402	chr11	31769853	31775670	+	0	NA	exon (NM_001290678, exon 1 of 8)	exon (NM_001290678, exon 1 of 8)	1821	NM_026252	67579	Mm.339792	NM_026252	ENSMUSG00000020300	Cpeb4	Cpe-bp4|Cpeb-4|mCPEB-4	cytoplasmic polyadenylation element binding protein 4	protein-coding
Peak1139	chr10	105245169	105246479	+	0	NA	promoter-TSS (NM_207522)	promoter-TSS (NM_207522)	235	NM_025602	52713	Mm.339224	NM_025602		Ccdc59	2300004H16Rik|D10Ertd718e	coiled-coil domain containing 59	protein-coding
Peak2784	chr13	32808893	32811564	+	0	NA	exon (NM_030215, exon 1 of 7)	exon (NM_030215, exon 1 of 7)	733	NM_030215	78903	Mm.286680	NM_030215	ENSMUSG00000021400	Wrnip1	4833444L21Rik|WHIP|Wrnip	Werner helicase interacting protein 1	protein-coding
Peak10805	chr8	126744679	126746262	+	0	NA	exon (NM_028536, exon 2 of 4)	exon (NM_028536, exon 2 of 4)	829	NM_028536	73420	Mm.157746	NM_028536	ENSMUSG00000031971	Ccsap	1700054N08Rik|AI853424	centriole, cilia and spindle associated protein	protein-coding
Peak3467	chr14	71334826	71339084	+	0	NA	intron (NM_207636, intron 3 of 25)	intron (NM_207636, intron 3 of 25)	108130	NM_207636	319448	Mm.205421	NM_207636	ENSMUSG00000033487	Fndc3a	1700094E19Rik|D14Ertd453e|F730017H24Rik|Fndc3|sys	fibronectin type III domain containing 3A	protein-coding
Peak7583	chr4	114991564	114994044	+	0	NA	intron (NM_007822, intron 2 of 11)	intron (NM_007822, intron 2 of 11)	1269	NM_007822	13119	Mm.250901	NM_007822	ENSMUSG00000028715	Cyp4a14	AI314743	cytochrome P450, family 4, subfamily a, polypeptide 14	protein-coding
Peak8008	chr4	154734679	154737188	+	0	NA	promoter-TSS (NM_001033490)	promoter-TSS (NM_001033490)	258	NM_207223	140500	Mm.219591	NM_207223	ENSMUSG00000029033	Acap3	Centb5|Kiaa1716-hp|mKIAA1716	ArfGAP with coiled-coil, ankyrin repeat and PH domains 3	protein-coding
Peak7124	chr3	122473690	122477558	+	0	NA	intron (NM_013867, intron 3 of 11)	intron (NM_013867, intron 3 of 11)	58079	NR_106117	102465764		NR_106117	ENSMUSG00000104773	Mir7657	mmu-mir-7657	microRNA 7657	ncRNA
Peak3489	chr14	74886077	74887711	+	0	NA	Intergenic	Intergenic	41848	NM_013745	27275	Mm.21138	NM_013745	ENSMUSG00000022009	Nufip1	Nufip	nuclear fragile X mental retardation protein interacting protein 1	protein-coding
Peak5291	chr18	75083849	75088142	+	0	NA	intron (NM_010720, intron 1 of 9)	intron (NM_010720, intron 1 of 9)	633	NM_010720	16891	Mm.299647	NM_010720	ENSMUSG00000053846	Lipg	3110013K01Rik|EL|lipase|mEDL	lipase, endothelial	protein-coding
Peak6381	chr2	131835649	131837187	+	0	NA	intron (NM_018824, intron 1 of 15)	CpG	131	NM_018824	54338	Mm.103581	NM_018824	ENSMUSG00000027340	Slc23a2	AI844736|NBTL1|SVCT2|Slc23a1|YSPL2|YSPL3|mKIAA0238	solute carrier family 23 (nucleobase transporters), member 2	protein-coding
Peak1042	chr10	81045670	81047441	+	0	NA	exon (NM_027480, exon 17 of 20)	exon (NM_027480, exon 17 of 20)	-5643	NM_001142963	100233208	Mm.327168	NM_001142963	ENSMUSG00000096856	Gm10778	ENSMUSG00000074860	predicted gene 10778	protein-coding
Peak6854	chr3	86227115	86228553	+	0	NA	intron (NM_016959, intron 1 of 5)	intron (NM_016959, intron 1 of 5)	761	NM_016959	20091	Mm.391785	NM_016959	ENSMUSG00000028081	Rps3a1	Rps3a	ribosomal protein S3A1	protein-coding
Peak11126	chr9	63977021	63978023	+	0	NA	TTS (NM_024212)	TTS (NM_024212)	219	NM_183316	330959	Mm.24082	NM_183316	ENSMUSG00000032398	Snapc5	2010103A03Rik	small nuclear RNA activating complex, polypeptide 5	protein-coding
Peak11751	chrX	147356583	147358736	+	0	NA	promoter-TSS (NM_025660)	promoter-TSS (NM_025660)	515	NM_019710	24061	Mm.482095	NM_019710	ENSMUSG00000041133	Smc1a	5830426I24Rik|SMC-1A|Sb1.8|Smc1|Smc1alpha|Smc1l1|Smcb|mKIAA0178	structural maintenance of chromosomes 1A	protein-coding
Peak4790	chr17	36558984	36560206	+	0	NA	5' UTR (NM_029632, exon 1 of 3)	5' UTR (NM_029632, exon 1 of 3)	250	NM_029632	76497	Mm.46176	NM_029632	ENSMUSG00000036398	Ppp1r11	1500041B02Rik|AV117883|Hcgv|Tcte5|Tctex-5|Tctex5	protein phosphatase 1, regulatory (inhibitor) subunit 11	protein-coding
Peak7711	chr4	126562782	126563927	+	0	NA	promoter-TSS (NM_026670)	promoter-TSS (NM_026670)	82	NM_026670	68310	Mm.273806	NM_026670	ENSMUSG00000043872	Zmym1	5830412B09Rik|AW209050	zinc finger, MYM domain containing 1	protein-coding
Peak2743	chr13	23437963	23440477	+	0	NA	promoter-TSS (NR_015492)	promoter-TSS (NR_015492)	-738	NR_015492	320842	Mm.487476	NR_015492	ENSMUSG00000085024	C230035I16Rik	-	RIKEN cDNA C230035I16 gene	ncRNA
Peak152	chr1	58596860	58597827	+	0	NA	intron (NR_045007, intron 1 of 1)	intron (NR_045007, intron 1 of 1)	156	NR_045007	100504501	Mm.440933	NR_045007	ENSMUSG00000102059	Gm20257	-	caspase 8 pseudogene	pseudo
Peak8082	chr5	24607958	24612078	+	0	NA	intron (NM_145401, intron 1 of 15)	CpG	689	NM_145401	108099	Mm.33649	NM_145401	ENSMUSG00000028944	Prkag2	2410051C13Rik|AAKG|AAKG2|AI854673|H91620p|WPWS	protein kinase, AMP-activated, gamma 2 non-catalytic subunit	protein-coding
Peak1909	chr11	96642196	96647111	+	0	NA	intron (NM_008686, intron 1 of 4)	intron (NM_008686, intron 1 of 4)	939	NM_001130450	18023	Mm.6743	NM_008686	ENSMUSG00000038615	Nfe2l1	AA408798|AW212678|LCR-F1|Lcrf1|NRF1|TCF-11|TCF11	nuclear factor, erythroid derived 2,-like 1	protein-coding
Peak699	chr10	14394743	14396089	+	0	NA	promoter-TSS (NR_045824)	promoter-TSS (NR_045824)	271	NM_025418	66201	Mm.227983	NM_025418	ENSMUSG00000019868	Vta1	1110001D18Rik|1110059P08Rik|AU040813|C85340|LIP5|SBP1	Vps20-associated 1 homolog (S. cerevisiae)	protein-coding
Peak6129	chr2	84848251	84849796	+	0	NA	Intergenic	CpG	-2276	NM_001081260	228140	Mm.23606	NM_001081260	ENSMUSG00000033955	Tnks1bp1	Tab182|mKIAA1741	tankyrase 1 binding protein 1	protein-coding
Peak11487	chrX	6813825	6815632	+	0	NA	intron (NM_001290624, intron 1 of 8)	intron (NM_001290624, intron 1 of 8)	390	NM_001290624	54630	Mm.232232	NM_175097	ENSMUSG00000031145	Prickle3	Lmo6|Sfc16	prickle homolog 3 (Drosophila)	protein-coding
Peak10392	chr8	67777967	67779711	+	0	NA	promoter-TSS (NM_178633)	promoter-TSS (NM_178633)	73	NM_178633	77113	Mm.350347	NM_178633	ENSMUSG00000031605	Klhl2	6030411N21Rik|ABP-KELCH|AU020744|Mav	kelch-like 2, Mayven	protein-coding
Peak6061	chr2	69447570	69448691	+	0	NA	promoter-TSS (NM_028284)	promoter-TSS (NM_028284)	36	NM_028284	72569	Mm.252136	NM_028284	ENSMUSG00000063145	Bbs5	1700049I01Rik|2700023J09Rik	Bardet-Biedl syndrome 5 (human)	protein-coding
Peak11606	chrX	69595027	69596046	+	0	NA	intron (NM_031494, intron 1 of 5)	CpG	195	NM_001160229	27081	Mm.26595	NM_031494	ENSMUSG00000031365	Zfp275	5430431L06Rik|AI593314|DXBay20|DXHXS52|DXPas8	zinc finger protein 275	protein-coding
Peak9529	chr7	27546755	27547914	+	0	NA	promoter-TSS (NM_011762)	promoter-TSS (NM_011762)	-10	NM_011762	22717	Mm.379046	NM_011762		Zfp59	Mfg-2|Mfg2	zinc finger protein 59	protein-coding
Peak495	chr1	166143334	166144840	+	0	NA	promoter-TSS (NM_178071)	promoter-TSS (NM_178071)	72	NM_001160209	66352	Mm.33285	NM_025505	ENSMUSG00000026577	Blzf1	1700030G05Rik|Blzf1l|Golgin-45|Jem-1	basic leucine zipper nuclear factor 1	protein-coding
Peak1409	chr11	32432089	32434043	+	0	NA	promoter-TSS (NM_009288)	promoter-TSS (NM_009288)	-200	NM_009288	20868	Mm.8235	NM_009288	ENSMUSG00000020272	Stk10	Gek1|Lok|mKIAA4026	serine/threonine kinase 10	protein-coding
Peak10036	chr7	126265524	126267514	+	0	NA	promoter-TSS (NM_001289542)	promoter-TSS (NM_001289542)	-241	NM_011363	20399	Mm.8538	NM_011363	ENSMUSG00000030733	Sh2b1	AI425885|C530001K22Rik|Irip|Psm|SH2-B|SH2-Bb|Sh2bpsm1|mKIAA1299	SH2B adaptor protein 1	protein-coding
Peak3785	chr15	78762000	78763020	+	0	NA	intron (NM_133800, intron 1 of 5)	CpG	322	NM_133800	97961	Mm.157216	NM_133800		Nol12	C78541|Nop25	nucleolar protein 12	protein-coding
Peak10239	chr8	11727400	11729039	+	0	NA	5' UTR (NM_001113517, exon 1 of 19)	5' UTR (NM_001113517, exon 1 of 19)	142	NM_001113517	54126	Mm.244068	NM_017402	ENSMUSG00000031511	Arhgef7	Cool|PIX|Pak3bp|betaPix|betaPix-b|betaPix-c|cool-1|mKIAA0142|p85Cool1|p85SPR	Rho guanine nucleotide exchange factor (GEF7)	protein-coding
Peak7136	chr3	127544289	127546013	+	0	NA	promoter-TSS (NM_197997)	promoter-TSS (NM_197997)	220	NM_138593	28036	Mm.291032	NM_138593	ENSMUSG00000027968	Larp7	C330027G06Rik|D3Wsu161e	La ribonucleoprotein domain family, member 7	protein-coding
Peak1021	chr10	80669493	80670357	+	0	NA	exon (NM_025317, exon 1 of 3)	exon (NM_025317, exon 1 of 3)	130	NM_025317	66047	Mm.43397	NM_025317	ENSMUSG00000034932	Mrpl54	0610008M19Rik|D10Sut1e	mitochondrial ribosomal protein L54	protein-coding
Peak2516	chr12	85858399	85860689	+	0	NA	promoter-TSS (NM_028632)	promoter-TSS (NM_028632)	445	NM_178065	68497	Mm.24446	NM_178065	ENSMUSG00000042350	Arel1	1110018G07Rik|AI649076|AW610792|Kiaa0317|mKIAA0317	apoptosis resistant E3 ubiquitin protein ligase 1	protein-coding
Peak4316	chr16	55858675	55860062	+	0	NA	intron (NM_001159365, intron 1 of 4)	CpG	431	NM_001159364	74201	Mm.178427	NM_028815	ENSMUSG00000022604	Cep97	2810403B08Rik|4932439K18Rik|AA437768|E130116N02Rik|Lrriq2	centrosomal protein 97	protein-coding
Peak3968	chr15	99284989	99286432	+	0	NA	promoter-TSS (NM_001001884)	promoter-TSS (NM_001001884)	72	NM_001001884	380969	Mm.22915	NM_001001884	ENSMUSG00000023009	Nckap5l	C230021P08Rik	NCK-associated protein 5-like	protein-coding
Peak1769	chr11	78281472	78282647	+	0	NA	exon (NM_026740, exon 1 of 5)	exon (NM_026740, exon 1 of 5)	163	NM_026740	52466	Mm.131618	NM_026740	ENSMUSG00000020829	Slc46a1	1110002C08Rik|D11Ertd18e|HCP1|Pcft	solute carrier family 46, member 1	protein-coding
Peak3627	chr15	38243145	38247244	+	0	NA	5' UTR (NM_001289471, exon 1 of 5)	5' UTR (NM_001289471, exon 1 of 5)	106	NM_013692	21847	Mm.4292	NM_013692	ENSMUSG00000037465	Klf10	AI115143|EGR[a]|Egral|Gdnfif|TIEG-1|Tieg|Tieg1|mGIF	Kruppel-like factor 10	protein-coding
Peak3142	chr13	120606619	120608048	+	0	NA	promoter-TSS (NR_027974)	promoter-TSS (NR_027974)	-76	NR_027974	67304	Mm.474382	NM_026084	ENSMUSG00000074635	3110070M22Rik	-	RIKEN cDNA 3110070M22 gene	ncRNA
Peak3869	chr15	84059165	84060818	+	0	NA	intron (NM_133167, intron 1 of 12)	CpG	182	NM_133167	170736	Mm.323892	NM_133167	ENSMUSG00000022438	Parvb	AI595373|AW742462|D15Gsk1|affixin	parvin, beta	protein-coding
Peak9969	chr7	112218498	112220224	+	0	NA	intron (NM_020606, intron 1 of 12)	CpG	474	NM_020606	57342	Mm.143763	NM_020606	ENSMUSG00000030770	Parva	2010012A22Rik|5430400F08Rik|AI225929|AU042898|Actp|CH-ILKBP|Parvin	parvin, alpha	protein-coding
Peak954	chr10	79196460	79197330	+	0	NA	intron (NM_001161747, intron 1 of 7)	CpG	194	NM_001161747	18483	Mm.34650	NM_023128	ENSMUSG00000035863	Palm	-	paralemmin	protein-coding
Peak1105	chr10	92510940	92511476	+	0	NA	Intergenic	Intergenic	-79467	NM_146239	237459	Mm.217404	NM_146239	ENSMUSG00000020015	Cdk17	6430598J10Rik|Pctk2	cyclin-dependent kinase 17	protein-coding
Peak4717	chr17	33634444	33635940	+	0	NA	promoter-TSS (NM_009066)	promoter-TSS (NM_009066)	-58	NM_009066	19763	Mm.20343	NM_009066	ENSMUSG00000024325	Ring1	Ring1A	ring finger protein 1	protein-coding
Peak6032	chr2	57052928	57054687	+	0	NA	promoter-TSS (NM_010274)	promoter-TSS (NM_010274)	39	NM_010274	14571	Mm.3711	NM_010274	ENSMUSG00000026827	Gpd2	AA408484|AI448216|AU021455|AW494132|GPDH|Gdm1|Gpd-m|Gpdh-m|TISP38	glycerol phosphate dehydrogenase 2, mitochondrial	protein-coding
Peak4740	chr17	34505548	34508070	+	0	NA	promoter-TSS (NM_145830)	promoter-TSS (NM_145830)	-221	NM_001286573	110147	Mm.35345	NM_145830	ENSMUSG00000013787	Ehmt2	Bat8|D17Ertd710e|G9a|KMT1C|NG36	euchromatic histone lysine N-methyltransferase 2	protein-coding
Peak6233	chr2	115752552	115759582	+	0	NA	promoter-TSS (NM_001159570)	promoter-TSS (NM_001159570)	-5	NM_001159570	17536	Mm.247566	NM_010825	ENSMUSG00000027210	Meis2	A430109D20Rik|Mrg1|Stra10	Meis homeobox 2	protein-coding
Peak11325	chr9	106646182	106648044	+	0	NA	5' UTR (NM_030730, exon 1 of 22)	5' UTR (NM_030730, exon 1 of 22)	201	NM_030730	81000	Mm.246689	NM_030730	ENSMUSG00000040661	Rad54l2	Arip4|D130058C05|G630026H09Rik|Srisnf2l	RAD54 like 2 (S. cerevisiae)	protein-coding
Peak6504	chr2	155869223	155872772	+	0	NA	promoter-TSS (NM_001291115)	promoter-TSS (NM_001291115)	24	NM_001291115	170791	Mm.392436	NM_133242	ENSMUSG00000027620	Rbm39	1500012C14Rik|2310040E03Rik|B330012G18Rik|C79248|R75070|Rnpc2|caper	RNA binding motif protein 39	protein-coding
Peak1410	chr11	32541821	32544041	+	0	NA	exon (NM_001271349, exon 1 of 12)	exon (NM_001271349, exon 1 of 12)	376	NM_001271347	103583	Mm.28017	NM_134015	ENSMUSG00000020271	Fbxw11	2310065A07Rik|AA536858|BTRC2|BTRCP2|Fbxw1b|HOS	F-box and WD-40 domain protein 11	protein-coding
Peak9003	chr6	81889080	81890166	+	0	NA	intron (NM_177884, intron 1 of 16)	CpG	296	NM_177884	330361	Mm.474487	NM_177884	ENSMUSG00000035125	Gcfc2	A130099G21|AW146020|GCF2|Tcf9	GC-rich sequence DNA binding factor 2	protein-coding
Peak8142	chr5	33973728	33975856	+	0	NA	promoter-TSS (NM_001040435)	promoter-TSS (NM_001040435)	-103	NM_026698	68366	Mm.491151	NM_026698	ENSMUSG00000019295	Tmem129	0610039G24Rik|2410015J15Rik|AA409575	transmembrane protein 129	protein-coding
Peak2077	chr11	106396744	106398867	+	0	NA	intron (NM_198292, intron 1 of 11)	B1_Mur2|SINE|Alu	31215	NM_198292	21763	Mm.102407	NM_198292	ENSMUSG00000040548	Tex2	4930568E07Rik|AI553404|Def-5|Taz4	testis expressed gene 2	protein-coding
Peak11333	chr9	107198180	107199310	+	0	NA	promoter-TSS (NM_175486)	promoter-TSS (NM_175486)	4	NM_175486	235599	Mm.71039	NM_175486	ENSMUSG00000037977	6430571L13Rik	-	RIKEN cDNA 6430571L13 gene	protein-coding
Peak659	chr1	196942274	196942747	+	0	NA	Intergenic	CpG	-65071	NM_007758	12902	Mm.235387	NM_007758	ENSMUSG00000026616	Cr2	C3DR|CD21|CD35|Cr-1|Cr-2|Cr1	complement receptor 2	protein-coding
Peak8201	chr5	52403653	52404582	+	0	NA	Intergenic	CpG	20148	NR_105845	102466648		NR_105845	ENSMUSG00000098726	Mir6417	Gm27334|mmu-mir-6417	microRNA 6417	ncRNA
Peak2348	chr12	39288685	39291417	+	0	NA	promoter-TSS (NM_007960)	promoter-TSS (NM_007960)	-630	NM_007960	14009	Mm.4866	NM_007960	ENSMUSG00000004151	Etv1	ER81|Etsrp81	ets variant 1	protein-coding
Peak9680	chr7	44883466	44887303	+	0	NA	promoter-TSS (NM_009101)	promoter-TSS (NM_009101)	-665	NM_009101	20130	Mm.389894	NM_009101	ENSMUSG00000038387	Rras	AI573426	Harvey rat sarcoma oncogene, subgroup R	protein-coding
