PeakID (cmd=annotatePeaks.pl .Homer.txt hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
10103	chr4	106628740	106631214	+	0	NA	promoter-TSS (NM_001142471)	promoter-TSS (NM_001142471)	36	NM_024751	79807	Hs.161429	NM_024751	ENSG00000138780	GSTCD	-	glutathione S-transferase, C-terminal domain containing	protein-coding
10104	chr4	106815725	106817710	+	0	NA	5' UTR (NM_001033047, exon 1 of 12)	5' UTR (NM_001033047, exon 1 of 12)	120	NM_001184690	255743	Hs.518921	NM_198278	ENSG00000168743	NPNT	EGFL6L|POEM	nephronectin	protein-coding
10105	chr4	107040451	107041808	+	0	NA	intron (NM_001290768, intron 24 of 26)	L1PA2|LINE|L1	-97494	NR_125928	101929577	Hs.631131	NR_125928	ENSG00000249635	LOC101929577	-	uncharacterized LOC101929577	ncRNA
10106	chr4	107134162	107135229	+	0	NA	intron (NM_001290768, intron 20 of 26)	L1PA3|LINE|L1	-102072	NM_001142415	9255	Hs.591680	NM_004757	ENSG00000164022	AIMP1	EMAP2|EMAPII|HLD3|SCYE1|p43	aminoacyl tRNA synthetase complex-interacting multifunctional protein 1	protein-coding
10107	chr4	107235815	107239191	+	0	NA	promoter-TSS (NM_001163437)	promoter-TSS (NM_001163437)	-80	NM_001290768	93627	Hs.151498	NM_033115	ENSG00000145348	TBCK	HSPC302|TBCKL	TBC1 domain containing kinase	protein-coding
10108	chr4	108640150	108642300	+	0	NA	intron (NM_005443, intron 1 of 11)	CpG	194	NM_005443	9061	Hs.368610	NM_005443	ENSG00000138801	PAPSS1	ATPSK1|PAPSS|SK1	3'-phosphoadenosine 5'-phosphosulfate synthase 1	protein-coding
10109	chr4	108745077	108747828	+	0	NA	intron (NM_001136258, intron 1 of 6)	CpG	731	NM_001136258	166929	Hs.595423	NM_152621	ENSG00000164023	SGMS2	SMS2	sphingomyelin synthase 2	protein-coding
10110	chr4	108851904	108853548	+	0	NA	promoter-TSS (NM_183075)	promoter-TSS (NM_183075)	9	NM_183075	113612	Hs.109087	NM_183075	ENSG00000155016	CYP2U1	P450TEC|SPG49|SPG56	cytochrome P450, family 2, subfamily U, polypeptide 1	protein-coding
10111	chr4	108910255	108912445	+	0	NA	intron (NM_001184705, intron 1 of 8)	CpG	480	NM_005327	3033	Hs.438289	NM_005327	ENSG00000138796	HADH	HAD|HADH1|HADHSC|HCDH|HHF4|MSCHAD|SCHAD	hydroxyacyl-CoA dehydrogenase	protein-coding
10112	chr4	109540698	109543507	+	0	NA	promoter-TSS (NR_026968)	promoter-TSS (NR_026968)	353	NM_033625	6164	Hs.438227	NM_000995	ENSG00000109475	RPL34	L34	ribosomal protein L34	protein-coding
10113	chr4	109571012	109573169	+	0	NA	intron (NM_021227, intron 1 of 3)	intron (NM_021227, intron 1 of 3)	349	NM_001267817	58505	Hs.445803	NM_021227	ENSG00000198856	OSTC	DC2	oligosaccharyltransferase complex subunit (non-catalytic)	protein-coding
10114	chr4	110353621	110356373	+	0	NA	promoter-TSS (NM_001300813)	promoter-TSS (NM_001300813)	-24	NR_039978	100533182	Hs.518927	NR_039978	ENSG00000247950	SEC24B-AS1	1/2-SBSRNA4	SEC24B antisense RNA 1	ncRNA
10115	chr4	110480692	110482752	+	0	NA	intron (NM_017918, intron 1 of 7)	CpG	367	NM_017918	55013	Hs.234149	NM_017918	ENSG00000005059	CCDC109B	MCUb	coiled-coil domain containing 109B	protein-coding
10116	chr4	110623274	110625147	+	0	NA	intron (NR_133012, intron 1 of 5)	CpG	419	NM_001226	839	Hs.654616	NM_001226	ENSG00000138794	CASP6	MCH2	caspase 6	protein-coding
10117	chr4	110649823	110651937	+	0	NA	exon (NM_030821, exon 1 of 4)	exon (NM_030821, exon 1 of 4)	362	NM_030821	81579	Hs.389452	NM_030821	ENSG00000123739	PLA2G12A	GXII|PLA2G12|ROSSY	phospholipase A2, group XIIA	protein-coding
10118	chr4	110735996	110738326	+	0	NA	intron (NM_018983, intron 1 of 6)	intron (NM_018983, intron 1 of 6)	495	NM_018983	54433	Hs.69851	NM_018983	ENSG00000109534	GAR1	NOLA1	GAR1 homolog, ribonucleoprotein	protein-coding
10119	chr4	111116722	111120593	+	0	NA	intron (NM_024090, intron 1 of 3)	intron (NM_024090, intron 1 of 3)	1114	NM_001130721	79071	Hs.412939	NM_024090	ENSG00000170522	ELOVL6	FACE|FAE|LCE	ELOVL fatty acid elongase 6	protein-coding
10120	chr4	111331791	111333190	+	0	NA	Intergenic	L1PA2|LINE|L1	-64739	NM_001977	2028	Hs.435765	NM_001977		ENPEP	APA|CD249|gp160	glutamyl aminopeptidase (aminopeptidase A)	protein-coding
10121	chr4	111437339	111437758	+	0	NA	intron (NM_001977, intron 8 of 19)	intron (NM_001977, intron 8 of 19)	40319	NM_001977	2028	Hs.435765	NM_001977		ENPEP	APA|CD249|gp160	glutamyl aminopeptidase (aminopeptidase A)	protein-coding
10122	chr4	111543539	111544942	+	0	NA	promoter-TSS (NM_000325)	promoter-TSS (NM_000325)	14	NM_000325	5308	Hs.643588	NM_000325	ENSG00000164093	PITX2	ARP1|Brx1|IDG2|IGDS|IGDS2|IHG2|IRID2|Otlx2|PTX2|RGS|RIEG|RIEG1|RS	paired-like homeodomain 2	protein-coding
10123	chr4	111557273	111558812	+	0	NA	5' UTR (NM_001204397, exon 2 of 7)	5' UTR (NM_001204397, exon 2 of 7)	5237	NM_153427	5308	Hs.643588	NM_000325	ENSG00000164093	PITX2	ARP1|Brx1|IDG2|IGDS|IGDS2|IHG2|IRID2|Otlx2|PTX2|RGS|RIEG|RIEG1|RS	paired-like homeodomain 2	protein-coding
10124	chr4	113066241	113068118	+	0	NA	intron (NM_152400, intron 1 of 1)	CpG	626	NM_152400	132720	Hs.23439	NM_152400		C4orf32	-	chromosome 4 open reading frame 32	protein-coding
10125	chr4	113151336	113154341	+	0	NA	promoter-TSS (NM_018569)	promoter-TSS (NM_018569)	-57	NM_001128426	55435	Hs.435991	NM_018569	ENSG00000138660	AP1AR	2C18|C4orf16|GBAR|PRO0971|gamma-BAR	adaptor-related protein complex 1 associated regulatory protein	protein-coding
10126	chr4	113205269	113207953	+	0	NA	intron (NM_052864, intron 1 of 1)	intron (NM_052864, intron 1 of 1)	448	NM_052864	92610	Hs.310640	NM_052864		TIFA	T2BP|T6BP|TIFAA	TRAF-interacting protein with forkhead-associated domain	protein-coding
10127	chr4	113218105	113219346	+	0	NA	intron (NM_025144, intron 1 of 15)	intron (NM_025144, intron 1 of 15)	226	NM_025144	80216	Hs.652825	NM_025144	ENSG00000073331	ALPK1	8430410J10Rik|LAK	alpha kinase 1	protein-coding
10128	chr4	113436156	113438053	+	0	NA	5' UTR (NM_024019, exon 1 of 2)	5' UTR (NM_024019, exon 1 of 2)	224	NM_024019	63973	Hs.744415	NM_024019	ENSG00000178403	NEUROG2	Atoh4|Math4A|NGN2|bHLHa8|ngn-2	neurogenin 2	protein-coding
10129	chr4	113444699	113445805	+	0	NA	Intergenic	CpG	-7924	NM_024019	63973	Hs.744415	NM_024019	ENSG00000178403	NEUROG2	Atoh4|Math4A|NGN2|bHLHa8|ngn-2	neurogenin 2	protein-coding
10130	chr4	113556492	113559653	+	0	NA	promoter-TSS (NM_016648)	promoter-TSS (NM_016648)	-48	NM_001267039	51574	Hs.713663	NM_015454	ENSG00000174720	LARP7	ALAZS|HDCMA18P|PIP7S	La ribonucleoprotein domain family, member 7	protein-coding
10131	chr4	113626181	113628280	+	0	NA	Intergenic	CpG	-57517	NR_029857	442894		NR_029857	ENSG00000274389	MIR302B	MIRN302B|mir-302b	microRNA 302b	ncRNA
10132	chr4	113683818	113684007	+	0	NA	Intergenic	AluSx|SINE|Alu	-55327	NM_001127493	287	Hs.620557	NM_001148	ENSG00000145362	ANK2	ANK-2|LQT4|brank-2	ankyrin 2, neuronal	protein-coding
10133	chr4	113738864	113740075	+	0	NA	intron (NM_001127493, intron 1 of 46)	intron (NM_001127493, intron 1 of 46)	230	NM_001127493	287	Hs.620557	NM_001148	ENSG00000145362	ANK2	ANK-2|LQT4|brank-2	ankyrin 2, neuronal	protein-coding
10134	chr4	114680591	114684506	+	0	NA	5' UTR (NM_001221, exon 1 of 19)	5' UTR (NM_001221, exon 1 of 19)	535	NM_172127	817	Hs.144114	NM_001221	ENSG00000145349	CAMK2D	CAMKD	calcium/calmodulin-dependent protein kinase II delta	protein-coding
10135	chr4	114899986	114901671	+	0	NA	promoter-TSS (NM_024590)	promoter-TSS (NM_024590)	50	NM_024590	79642	Hs.22895	NM_024590	ENSG00000180801	ARSJ	-	arylsulfatase family, member J	protein-coding
10136	chr4	115519108	115521756	+	0	NA	intron (NM_001128174, intron 1 of 5)	CpG	821	NM_001128174	7368	Hs.144197	NM_003360	ENSG00000174607	UGT8	CGT|UGT4	UDP glycosyltransferase 8	protein-coding
10137	chr4	118954167	118955519	+	0	NA	promoter-TSS (NM_004784)	promoter-TSS (NM_004784)	-657	NM_004784	9348	Hs.480596	NM_004784	ENSG00000164100	NDST3	HSST3	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 3	protein-coding
10138	chr4	119198926	119201669	+	0	NA	promoter-TSS (NR_002963)	promoter-TSS (NR_002963)	-48	NR_002963	677809	Hs.744742	NR_002963	ENSG00000275994	SNORA24	ACA24	small nucleolar RNA, H/ACA box 24	snoRNA
10139	chr4	119272977	119275006	+	0	NA	promoter-TSS (NM_003619)	promoter-TSS (NM_003619)	-69	NM_003619	8492	Hs.445857	NM_003619	ENSG00000164099	PRSS12	BSSP-3|BSSP3|MRT1	protease, serine, 12 (neurotrypsin, motopsin)	protein-coding
10140	chr4	119512538	119514119	+	0	NA	intron (NR_109983, intron 1 of 9)	intron (NR_109983, intron 1 of 9)	429	NR_109983	729218	Hs.448518	NR_103825		LOC729218	-	uncharacterized LOC729218	pseudo
10141	chr4	119605949	119608218	+	0	NA	promoter-TSS (NR_125930)	promoter-TSS (NR_125930)	558	NM_020961	57721	Hs.596872	NM_020961		METTL14	-	methyltransferase like 14	protein-coding
10142	chr4	119755745	119758064	+	0	NA	intron (NM_014822, intron 1 of 22)	intron (NM_014822, intron 1 of 22)	422	NM_014822	9871	Hs.189641	NM_014822	ENSG00000150961	SEC24D	CLCRP2	SEC24 homolog D, COPII coat complex component	protein-coding
10143	chr4	119809480	119810611	+	0	NA	promoter-TSS (NM_133477)	promoter-TSS (NM_133477)	49	NM_001128933	171024	Hs.655519	NM_133477	ENSG00000172403	SYNPO2	-	synaptopodin 2	protein-coding
10144	chr4	120132398	120135477	+	0	NA	promoter-TSS (NR_125931)	promoter-TSS (NR_125931)	-138	NR_125931	101929762	Hs.570735	NR_125931		LOC101929762	-	uncharacterized LOC101929762	ncRNA
10145	chr4	120220269	120222740	+	0	NA	exon (NM_001001701, exon 1 of 2)	exon (NM_001001701, exon 1 of 2)	464	NM_001001701	401152	Hs.173705	NM_001001701	ENSG00000164096	C4orf3	-	chromosome 4 open reading frame 3	protein-coding
10146	chr4	120374682	120377443	+	0	NA	non-coding (NR_037630, exon 1 of 9)	non-coding (NR_037630, exon 1 of 9)	124	NR_037630	645513	Hs.677546	NR_037630	ENSG00000245958	LOC645513	-	uncharacterized LOC645513	ncRNA
10147	chr4	120547719	120550768	+	0	NA	promoter-TSS (NM_033430)	promoter-TSS (NM_033430)	-4	NM_033437	8654	Hs.647971	NM_001083	ENSG00000138735	PDE5A	CGB-PDE|CN5A|PDE5	phosphodiesterase 5A, cGMP-specific	protein-coding
10148	chr4	120986526	120989457	+	0	NA	promoter-TSS (NM_002358)	promoter-TSS (NM_002358)	22	NM_002358	4085	Hs.591697	NM_002358		MAD2L1	HSMAD2|MAD2	MAD2 mitotic arrest deficient-like 1 (yeast)	protein-coding
10149	chr4	121842553	121844560	+	0	NA	intron (NM_001300824, intron 1 of 13)	CpG	465	NM_018699	11107	Hs.666782	NM_018699	ENSG00000138738	PRDM5	BCS2|PFM2	PR domain containing 5	protein-coding
10150	chr4	121992777	121994147	+	0	NA	5' UTR (NM_024574, exon 1 of 4)	5' UTR (NM_024574, exon 1 of 4)	211	NM_024574	79625	Hs.709520	NM_024574	ENSG00000173376	NDNF	C4orf31|NORD	neuron-derived neurotrophic factor	protein-coding
10151	chr4	122616725	122618971	+	0	NA	intron (NM_001154, intron 1 of 12)	CpG-20071	299	NM_001154	308	Hs.480653	NM_001154	ENSG00000164111	ANXA5	ANX5|ENX2|HEL-S-7|PP4|RPRGL3	annexin A5	protein-coding
10152	chr4	122721740	122723562	+	0	NA	intron (NM_005033, intron 1 of 11)	CpG	179	NM_001034194	5393	Hs.91728	NM_005033	ENSG00000123737	EXOSC9	PM/Scl-75|PMSCL1|RRP45|Rrp45p|p5|p6	exosome component 9	protein-coding
10153	chr4	122743387	122745692	+	0	NA	TTS (NM_176824)	TTS (NM_176824)	549	NM_001237	890	Hs.58974	NM_001237	ENSG00000145386	CCNA2	CCN1|CCNA	cyclin A2	protein-coding
10154	chr4	122790515	122792300	+	0	NA	intron (NM_018190, intron 1 of 17)	CpG	245	NM_018190	55212	Hs.591694	NM_018190	ENSG00000138686	BBS7	BBS2L1	Bardet-Biedl syndrome 7	protein-coding
10155	chr4	122871343	122873388	+	0	NA	intron (NM_001130698, intron 1 of 11)	CpG	544	NM_001130698	7222	Hs.150981	NM_003305	ENSG00000138741	TRPC3	SCA41|TRP3	transient receptor potential cation channel, subfamily C, member 3	protein-coding
10156	chr4	123072578	123074892	+	0	NA	Intergenic	CpG	-18023	NM_015312	84162	Hs.408142	NM_015312	ENSG00000138688	KIAA1109	FSA|Tweek	KIAA1109	protein-coding
10157	chr4	123379452	123380179	+	0	NA	Intergenic	Intergenic	-2165	NM_000586	3558	Hs.89679	NM_000586		IL2	IL-2|TCGF|lymphokine	interleukin 2	protein-coding
10158	chr4	123653002	123655103	+	0	NA	promoter-TSS (NR_024041)	promoter-TSS (NR_024041)	195	NM_001178007	166379	Hs.400698	NM_152618	ENSG00000181004	BBS12	C4orf24	Bardet-Biedl syndrome 12	protein-coding
10159	chr4	123747348	123749857	+	0	NA	intron (NM_002006, intron 1 of 2)	CpG	739	NM_002006	2247	Hs.284244	NM_002006	ENSG00000138685	FGF2	BFGF|FGF-2|FGFB|HBGF-2	fibroblast growth factor 2 (basic)	protein-coding
10160	chr4	123842470	123845551	+	0	NA	promoter-TSS (NM_145207)	promoter-TSS (NM_145207)	149	NM_198041	11162	Hs.558459	NM_007083	ENSG00000170917	NUDT6	ASFGF2|FGF-AS|FGF2AS|GFG-1|GFG1	nudix hydrolase 6	protein-coding
10161	chr4	124317464	124320736	+	0	NA	promoter-TSS (NM_001258039)	promoter-TSS (NM_001258039)	-441	NM_001258039	10252	Hs.744854	NM_005841	ENSG00000164056	SPRY1	hSPRY1	sprouty RTK signaling antagonist 1	protein-coding
10162	chr4	124426195	124427275	+	0	NA	Intergenic	Intergenic	106090	NM_005841	10252	Hs.744854	NM_005841	ENSG00000164056	SPRY1	hSPRY1	sprouty RTK signaling antagonist 1	protein-coding
10163	chr4	125632178	125634950	+	0	NA	intron (NM_020337, intron 1 of 4)	CpG	323	NM_001167882	57182	Hs.480694	NM_020337	ENSG00000151458	ANKRD50	-	ankyrin repeat domain 50	protein-coding
10164	chr4	126235205	126237486	+	0	NA	Intergenic	CpG	-1222	NM_001291303	79633	Hs.563205	NM_024582	ENSG00000196159	FAT4	CDHF14|CDHR11|FAT-J|FATJ|HKLLS2|NBLA00548|VMLDS2	FAT atypical cadherin 4	protein-coding
10165	chr4	128553287	128555578	+	0	NA	intron (NM_015693, intron 1 of 15)	intron (NM_015693, intron 1 of 15)	345	NM_015693	27152	Hs.391481	NM_015693		INTU	INT|PDZD6|PDZK6	inturned planar cell polarity protein	protein-coding
10166	chr4	128702949	128704815	+	0	NA	intron (NM_014278, intron 1 of 18)	CpG	429	NM_014278	22824	Hs.135554	NM_014278		HSPA4L	APG-1|HSPH3|Osp94	heat shock 70kDa protein 4-like	protein-coding
10167	chr4	128800827	128803536	+	0	NA	promoter-TSS (NM_001190801)	promoter-TSS (NM_001190801)	165	NM_014264	10733	Hs.172052	NM_014264	ENSG00000142731	PLK4	MCCRP2|SAK|STK18	polo-like kinase 4	protein-coding
10168	chr4	128884800	128887788	+	0	NA	promoter-TSS (NM_001039717)	promoter-TSS (NM_001039717)	-167	NM_001039717	80167	Hs.445817	NM_025097	ENSG00000164074	ABHD18	C4orf29	abhydrolase domain containing 18	protein-coding
10169	chr4	128981481	128984510	+	0	NA	intron (NM_018078, intron 1 of 19)	CpG	574	NM_178043	55132	Hs.657067	NM_018078	ENSG00000138709	LARP1B	LARP2	La ribonucleoprotein domain family, member 1B	protein-coding
10170	chr4	129207333	129210051	+	0	NA	exon (NM_006320, exon 1 of 3)	exon (NM_006320, exon 1 of 3)	1292	NM_006320	10424	Hs.507910	NM_006320	ENSG00000164040	PGRMC2	DG6|PMBP	progesterone receptor membrane component 2	protein-coding
10171	chr4	129473863	129475182	+	0	NA	Intergenic	Intergenic	125351	NR_125882	100507487	Hs.549644	NR_125882	ENSG00000251432	LOC100507487	-	uncharacterized LOC100507487	ncRNA
10172	chr4	129730288	129734653	+	0	NA	promoter-TSS (NM_001287443)	promoter-TSS (NM_001287443)	45	NM_001287442	79960	Hs.12420	NM_024900	ENSG00000077684	JADE1	PHF17	jade family PHD finger 1	protein-coding
10173	chr4	130013436	130015691	+	0	NA	promoter-TSS (NM_173487)	promoter-TSS (NM_173487)	199	NM_001300898	132320	Hs.654690	NM_144643	ENSG00000151466	SCLT1	CAP-1A|CAP1A	sodium channel and clathrin linker 1	protein-coding
10174	chr4	130017094	130018005	+	0	NA	intron (NM_001099783, intron 1 of 5)	intron (NM_001099783, intron 1 of 5)	267	NM_001099783	132321	Hs.567679	NM_173487	ENSG00000151470	C4orf33	-	chromosome 4 open reading frame 33	protein-coding
10175	chr4	131484419	131485348	+	0	NA	Intergenic	Intergenic	-792250	NR_110753	101927282	Hs.407480	NR_110753	ENSG00000246876	LOC101927282	-	uncharacterized LOC101927282	ncRNA
10176	chr4	133044597	133045808	+	0	NA	Intergenic	LTR12F|LTR|ERV1	359209	NR_125884	101927305	Hs.507924	NR_125883		LOC101927305	-	uncharacterized LOC101927305	ncRNA
10177	chr4	133148699	133149128	+	0	NA	Intergenic	LTR13|LTR|ERVK	-363331	NR_126401	104355285	Hs.123483	NR_126401	ENSG00000251398	LINC01256	TCONS_l2_00021715	long intergenic non-protein coding RNA 1256	ncRNA
10178	chr4	139161578	139164285	+	0	NA	intron (NM_014331, intron 1 of 11)	intron (NM_014331, intron 1 of 11)	572	NM_014331	23657	Hs.390594	NM_014331	ENSG00000151012	SLC7A11	CCBR1|xCT	solute carrier family 7 (anionic amino acid transporter light chain, xc- system), member 11	protein-coding
10179	chr4	139473891	139475220	+	0	NA	Intergenic	LTR12C|LTR|ERV1	243690	NR_051987	100874047	Hs.570848	NR_051987	ENSG00000251372	LINC00499	-	long intergenic non-protein coding RNA 499	ncRNA
10180	chr4	139935274	139938900	+	0	NA	5' UTR (NM_012118, exon 1 of 3)	5' UTR (NM_012118, exon 1 of 3)	174	NM_012118	25819	Hs.639842	NM_012118	ENSG00000151014	NOCT	CCR4L|CCRN4L|Ccr4c|NOC	nocturnin	protein-coding
10181	chr4	140003282	140006542	+	0	NA	intron (NM_201999, intron 3 of 8)	CpG	656	NM_001276459	1998	Hs.634040	NM_006874	ENSG00000109381	ELF2	EU32|NERF|NERF-1A|NERF-1B|NERF-1a,b|NERF-2	E74-like factor 2 (ets domain transcription factor)	protein-coding
10182	chr4	140096572	140100361	+	0	NA	Intergenic	CpG	-37836	NM_201999	1998	Hs.634040	NM_006874	ENSG00000109381	ELF2	EU32|NERF|NERF-1A|NERF-1B|NERF-1a,b|NERF-2	E74-like factor 2 (ets domain transcription factor)	protein-coding
10183	chr4	140187693	140188141	+	0	NA	exon (NM_032623, exon 4 of 4)	exon (NM_032623, exon 4 of 4)	13575	NM_032623	84709	Hs.710036	NM_032623	ENSG00000137463	MGARP	C4orf49|CESP-1|HUMMR|OSAP	mitochondria localized glutamic acid rich protein	protein-coding
10184	chr4	140215821	140217494	+	0	NA	intron (NM_002494, intron 2 of 4)	intron (NM_002494, intron 2 of 4)	5707	NM_001184991	4717	Hs.84549	NM_002494	ENSG00000109390	NDUFC1	KFYI	NADH dehydrogenase (ubiquinone) 1, subcomplex unknown, 1, 6kDa	protein-coding
10185	chr4	140221169	140224644	+	0	NA	promoter-TSS (NM_001184986)	promoter-TSS (NM_001184986)	230	NM_057175	80155	Hs.745047	NM_057175	ENSG00000164134	NAA15	Ga19|NARG1|NAT1P|NATH|TBDN|TBDN100	N(alpha)-acetyltransferase 15, NatA auxiliary subunit	protein-coding
10186	chr4	140373267	140376579	+	0	NA	promoter-TSS (NM_031296)	promoter-TSS (NM_031296)	-38	NM_031296	83452	Hs.591679	NM_031296	ENSG00000172007	RAB33B	SMC2	RAB33B, member RAS oncogene family	protein-coding
10187	chr4	140475920	140479210	+	0	NA	non-coding (NR_131339, exon 1 of 4)	non-coding (NR_131339, exon 1 of 4)	358	NM_001306199	80854	Hs.480792	NM_030648	ENSG00000145391	SETD7	KMT7|SET7|SET7/9|SET9	SET domain containing (lysine methyltransferase) 7	protein-coding
10188	chr4	140586244	140588018	+	0	NA	5' UTR (NM_001204368, exon 1 of 4)	5' UTR (NM_001204368, exon 1 of 4)	209	NM_002413	4258	Hs.81874	NM_002413	ENSG00000085871	MGST2	GST2|MGST-II	microsomal glutathione S-transferase 2	protein-coding
10189	chr4	141070788	141075930	+	0	NA	intron (NM_018717, intron 1 of 5)	CpG	1874	NM_018717	55534	Hs.586165	NM_018717	ENSG00000196782	MAML3	CAGH3|ERDA3|GDN|MAM-2|MAM2|TNRC3	mastermind-like transcriptional coactivator 3	protein-coding
10190	chr4	141173659	141174838	+	0	NA	Intergenic	CpG	-4192	NM_032547	60592	Hs.480815	NM_032547	ENSG00000153130	SCOC	HRIHFB2072|SCOCO	short coiled-coil protein	protein-coding
10191	chr4	141293610	141296182	+	0	NA	promoter-TSS (NR_033939)	promoter-TSS (NR_033939)	232	NM_001153663	60592	Hs.480815	NM_032547	ENSG00000153130	SCOC	HRIHFB2072|SCOCO	short coiled-coil protein	protein-coding
10192	chr4	141348096	141349459	+	0	NA	promoter-TSS (NM_001130675)	promoter-TSS (NM_001130675)	38	NM_001130675	1047	Hs.86368	NM_004362	ENSG00000153132	CLGN	-	calmegin	protein-coding
10193	chr4	141444811	141446626	+	0	NA	intron (NM_153702, intron 1 of 8)	intron (NM_153702, intron 1 of 8)	406	NM_153702	255520	Hs.450105	NM_153702	ENSG00000179387	ELMOD2	9830169G11Rik	ELMO/CED-12 domain containing 2	protein-coding
10194	chr4	141676320	141678514	+	0	NA	promoter-TSS (NM_015130)	promoter-TSS (NM_015130)	54	NM_015130	23158	Hs.480819	NM_015130	ENSG00000109436	TBC1D9	MDR1	TBC1 domain family, member 9 (with GRAM domain)	protein-coding
10195	chr4	142141791	142143315	+	0	NA	intron (NM_001292002, intron 1 of 8)	intron (NM_001292002, intron 1 of 8)	512	NM_014487	27309	Hs.120766	NM_014487	ENSG00000109445	ZNF330	HSA6591|NOA36	zinc finger protein 330	protein-coding
10196	chr4	142556962	142558891	+	0	NA	non-coding (NR_037840, exon 1 of 8)	non-coding (NR_037840, exon 1 of 8)	177	NM_000585	3600	Hs.168132	NM_000585	ENSG00000164136	IL15	IL-15	interleukin 15	protein-coding
10197	chr4	143325371	143327598	+	0	NA	intron (NM_003866, intron 6 of 26)	intron (NM_003866, intron 6 of 26)	441120	NM_003866	8821	Hs.531403	NM_003866	ENSG00000109452	INPP4B	-	inositol polyphosphate-4-phosphatase type II B	protein-coding
10198	chr4	143766133	143768797	+	0	NA	5' UTR (NM_001101669, exon 1 of 26)	5' UTR (NM_001101669, exon 1 of 26)	139	NM_003866	8821	Hs.531403	NM_003866	ENSG00000109452	INPP4B	-	inositol polyphosphate-4-phosphatase type II B	protein-coding
10199	chr4	144104753	144108118	+	0	NA	5' UTR (NM_032557, exon 1 of 10)	5' UTR (NM_032557, exon 1 of 10)	365	NM_001290326	84640	Hs.480848	NM_032557	ENSG00000170185	USP38	HP43.8KD	ubiquitin specific peptidase 38	protein-coding
10200	chr4	144256796	144259219	+	0	NA	promoter-TSS (NM_207123)	promoter-TSS (NM_207123)	24	NM_002039	2549	Hs.80720	NM_002039	ENSG00000109458	GAB1	-	GRB2-associated binding protein 1	protein-coding
10201	chr4	144433811	144437029	+	0	NA	intron (NR_104027, intron 1 of 1)	intron (NR_104027, intron 1 of 1)	570	NR_104027	100128055	Hs.707570	NR_104027	ENSG00000245112	SMARCA5-AS1	-	SMARCA5 antisense RNA 1	ncRNA
10202	chr4	146017907	146021054	+	0	NA	promoter-TSS (NM_001256707)	promoter-TSS (NM_001256707)	-109	NM_001256710	10393	Hs.480876	NM_014885	ENSG00000164162	ANAPC10	APC10|DOC1	anaphase promoting complex subunit 10	protein-coding
10203	chr4	146099664	146102569	+	0	NA	promoter-TSS (NM_001102653)	promoter-TSS (NM_001102653)	-284	NM_001102653	54726	Hs.270851	NM_017493	ENSG00000164164	OTUD4	DUBA6|HIN1|HSHIN1	OTU deubiquitinase 4	protein-coding
10204	chr4	146402082	146404590	+	0	NA	promoter-TSS (NM_001003688)	promoter-TSS (NM_001003688)	385	NM_005900	4086	Hs.604588	NM_005900		SMAD1	BSP-1|BSP1|JV4-1|JV41|MADH1|MADR1	SMAD family member 1	protein-coding
10205	chr4	146539139	146541537	+	0	NA	promoter-TSS (NM_172250)	promoter-TSS (NM_172250)	-202	NM_172250	166785	Hs.452864	NM_172250	ENSG00000151611	MMAA	cblA	methylmalonic aciduria (cobalamin deficiency) cblA type	protein-coding
